Multiple Cause of death,Multiple Cause of death Code,Year,Year Code,Gender,Gender Code,Race,Race Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,socioec quintile,age_midpoint
Other opioids,T40.2,2014,2014,Male,M,White,2106-3,45-49 years,45-49,143,1773200,8.064516,5,47.0
Other opioids,T40.2,2014,2014,Male,M,White,2106-3,50-54 years,50-54,137,1912253,7.164324,5,52.0
Other opioids,T40.2,2014,2014,Male,M,White,2106-3,55-59 years,55-59,124,1770747,7.002694,5,57.0
Other opioids,T40.2,2014,2014,Male,M,White,2106-3,60-64 years ,60-64,61,1456965,4.186786,5,62.0
Other opioids,T40.2,2014,2014,Male,M,White,2106-3,65-69 years,65-69,33,1162547,2.838595,5,67.0
Other opioids,T40.2,2014,2014,Male,M,White,2106-3,70-74 years,70-74,5,784802,0.6371033712961995,5,72.0
Other opioids,T40.2,2014,2014,Male,M,White,2106-3,75-79 years,75-79,5,521485,0.958800349003327,5,77.0
Other opioids,T40.2,2014,2014,Male,M,White,2106-3,80-84 years,80-84,5,373687,1.3380181809910434,5,82.0
Other opioids,T40.2,2015,2015,Female,F,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,22535,22.18770800976259,5,27.0
Other opioids,T40.2,2015,2015,Female,F,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,22032,22.694262890341324,5,32.0
Other opioids,T40.2,2015,2015,Female,F,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,20698,24.156923374239057,5,37.0
Other opioids,T40.2,2015,2015,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,18995,26.322716504343248,5,47.0
Other opioids,T40.2,2015,2015,Female,F,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,18148,27.5512453162883,5,52.0
Other opioids,T40.2,2015,2015,Female,F,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,15702,31.84307731499172,5,57.0
Other opioids,T40.2,2015,2015,Female,F,American Indian or Alaska Native,1002-5,65-69 years,65-69,5,8445,59.206631142687975,5,67.0
Other opioids,T40.2,2015,2015,Female,F,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,258852,1.931605705190611,5,22.0
Other opioids,T40.2,2015,2015,Female,F,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,362342,1.3799117960379972,5,32.0
Other opioids,T40.2,2015,2015,Female,F,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,361879,1.381677300976293,5,37.0
Other opioids,T40.2,2015,2015,Female,F,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,357043,1.4003915494772339,5,42.0
Other opioids,T40.2,2015,2015,Female,F,Asian or Pacific Islander,A-PI,45-49 years,45-49,5,312288,1.6010861768623834,5,47.0
Other opioids,T40.2,2015,2015,Female,F,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,281367,1.7770385297494022,5,52.0
Other opioids,T40.2,2015,2015,Female,F,Asian or Pacific Islander,A-PI,55-59 years,55-59,5,251398,1.988878193143939,5,57.0
Other opioids,T40.2,2015,2015,Female,F,Asian or Pacific Islander,A-PI,65-69 years,65-69,5,175813,2.8439307673493994,5,67.0
Other opioids,T40.2,2015,2015,Female,F,Asian or Pacific Islander,A-PI,75-79 years,75-79,5,87299,5.727442467840411,5,77.0
Other opioids,T40.2,2015,2015,Female,F,Black or African American,2054-5,15-19 years,15-19,5,281881,1.7737981630546225,5,17.0
Other opioids,T40.2,2015,2015,Female,F,Black or African American,2054-5,25-29 years,25-29,5,285772,1.7496465713925786,5,27.0
Other opioids,T40.2,2015,2015,Female,F,Black or African American,2054-5,35-39 years,35-39,5,272274,1.8363854058779023,5,37.0
Other opioids,T40.2,2015,2015,Female,F,Black or African American,2054-5,50-54 years,50-54,5,271993,1.8382826028611028,5,52.0
Other opioids,T40.2,2015,2015,Female,F,Black or African American,2054-5,55-59 years,55-59,5,241232,2.0726935066657823,5,57.0
Other opioids,T40.2,2015,2015,Female,F,Black or African American,2054-5,60-64 years ,60-64,5,193361,2.5858368543811836,5,62.0
Other opioids,T40.2,2015,2015,Female,F,Black or African American,2054-5,65-69 years,65-69,5,150579,3.3205161410289614,5,67.0
Other opioids,T40.2,2015,2015,Female,F,Black or African American,2054-5,70-74 years,70-74,5,100845,4.958104021022361,5,72.0
Other opioids,T40.2,2015,2015,Female,F,Black or African American,2054-5,75-79 years,75-79,5,70163,7.126263130139817,5,77.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,5-9 years,5-9,5,1450779,0.34464243003241707,5,7.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,20-24 years,20-24,27,1536130,1.757664,5,22.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,25-29 years,25-29,40,1577701,2.535335,5,27.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,30-34 years,30-34,70,1629668,4.295353,5,32.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,35-39 years,35-39,73,1565099,4.664242,5,37.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,40-44 years,40-44,84,1602543,5.241669,5,42.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,45-49 years,45-49,108,1770124,6.101267,5,47.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,50-54 years,50-54,146,1919260,7.607099,5,52.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,55-59 years,55-59,118,1845082,6.39538,5,57.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,60-64 years ,60-64,68,1591409,4.272943,5,62.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,65-69 years,65-69,32,1334501,2.3979,5,67.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,70-74 years,70-74,5,952944,0.5246898033882369,5,72.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,75-79 years,75-79,5,674169,0.7416537989732546,5,77.0
Other opioids,T40.2,2015,2015,Female,F,White,2106-3,80-84 years,80-84,5,526814,0.9491015804439518,5,82.0
Other opioids,T40.2,2015,2015,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,25393,19.690465876422635,5,22.0
Other opioids,T40.2,2015,2015,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,25311,19.754257042392638,5,27.0
Other opioids,T40.2,2015,2015,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,24637,20.29467873523562,5,32.0
Other opioids,T40.2,2015,2015,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,22747,21.98092056095309,5,37.0
Other opioids,T40.2,2015,2015,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,20845,23.986567522187574,5,42.0
Other opioids,T40.2,2015,2015,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,19624,25.4790052996331,5,47.0
Other opioids,T40.2,2015,2015,Male,M,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,18030,27.731558513588467,5,52.0
Other opioids,T40.2,2015,2015,Male,M,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,14734,33.93511605809692,5,57.0
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,1-4 years,1-4,5,204230,2.448220143955344,5,2.5
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,10-14 years,10-14,5,263356,1.8985707559349323,5,12.0
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,258772,1.9322028658432906,5,22.0
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,25-29 years,25-29,5,309665,1.6146480874493403,5,27.0
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,325627,1.5354992061469106,5,32.0
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,318186,1.5714079186387837,5,37.0
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,322240,1.551638530287984,5,42.0
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,45-49 years,45-49,5,280730,1.7810707797527874,5,47.0
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,251554,1.9876447999236746,5,52.0
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,55-59 years,55-59,5,219565,2.277229977455423,5,57.0
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,60-64 years ,60-64,5,178397,2.80273771419923,5,62.0
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,65-69 years,65-69,5,146073,3.4229460612159675,5,67.0
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,75-79 years,75-79,5,71522,6.990855960403792,5,77.0
Other opioids,T40.2,2015,2015,Male,M,Asian or Pacific Islander,A-PI,80-84 years,80-84,5,44520,11.230907457322552,5,82.0
Other opioids,T40.2,2015,2015,Male,M,Black or African American,2054-5,< 1 year,< 1,5,56060,8.919015340706386,5,0.5
Other opioids,T40.2,2015,2015,Male,M,Black or African American,2054-5,1-4 years,1-4,5,219617,2.276690784411043,5,2.5
Other opioids,T40.2,2015,2015,Male,M,Black or African American,2054-5,15-19 years,15-19,5,288878,1.7308344699146354,5,17.0
Other opioids,T40.2,2015,2015,Male,M,Black or African American,2054-5,20-24 years,20-24,5,303148,1.649359388813385,5,22.0
Other opioids,T40.2,2015,2015,Male,M,Black or African American,2054-5,30-34 years,30-34,5,253747,1.9704666459110847,5,32.0
Other opioids,T40.2,2015,2015,Male,M,Black or African American,2054-5,35-39 years,35-39,5,241240,2.072624772011275,5,37.0
Other opioids,T40.2,2015,2015,Male,M,Black or African American,2054-5,50-54 years,50-54,5,239083,2.09132393352936,5,52.0
Other opioids,T40.2,2015,2015,Male,M,Black or African American,2054-5,55-59 years,55-59,5,209196,2.390103061244001,5,57.0
Other opioids,T40.2,2015,2015,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,156310,3.1987716716780756,5,62.0
Other opioids,T40.2,2015,2015,Male,M,Black or African American,2054-5,65-69 years,65-69,5,114393,4.370896820609653,5,67.0
Other opioids,T40.2,2015,2015,Male,M,Black or African American,2054-5,75-79 years,75-79,5,45733,10.93302429317998,5,77.0
Other opioids,T40.2,2015,2015,Male,M,White,2106-3,< 1 year,< 1,5,283280,1.7650381248234963,5,0.5
Other opioids,T40.2,2015,2015,Male,M,White,2106-3,20-24 years,20-24,86,1613674,5.329453,5,22.0
Other opioids,T40.2,2015,2015,Male,M,White,2106-3,25-29 years,25-29,153,1658006,9.227952,5,27.0
Other opioids,T40.2,2015,2015,Male,M,White,2106-3,30-34 years,30-34,142,1684409,8.430257,5,32.0
Other opioids,T40.2,2015,2015,Male,M,White,2106-3,35-39 years,35-39,113,1601600,7.055445,5,37.0
Other opioids,T40.2,2015,2015,Male,M,White,2106-3,40-44 years,40-44,108,1614245,6.690434,5,42.0
Other opioids,T40.2,2015,2015,Male,M,White,2106-3,45-49 years,45-49,131,1762319,7.433387,5,47.0
Other opioids,T40.2,2015,2015,Male,M,White,2106-3,50-54 years,50-54,142,1889772,7.514134,5,52.0
Other opioids,T40.2,2015,2015,Male,M,White,2106-3,55-59 years,55-59,124,1798534,6.894504,5,57.0
Other opioids,T40.2,2015,2015,Male,M,White,2106-3,60-64 years ,60-64,90,1498134,6.007473,5,62.0
Other opioids,T40.2,2015,2015,Male,M,White,2106-3,65-69 years,65-69,45,1212554,3.711175,5,67.0
Other opioids,T40.2,2015,2015,Male,M,White,2106-3,75-79 years,75-79,5,536666,0.9316781759977342,5,77.0
Other opioids,T40.2,2015,2015,Male,M,White,2106-3,80-84 years,80-84,5,374367,1.3355878055491002,5,82.0
Other opioids,T40.2,2016,2016,Female,F,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,23031,21.70986930658677,5,27.0
Other opioids,T40.2,2016,2016,Female,F,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,22056,22.669568371418208,5,32.0
Other opioids,T40.2,2016,2016,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,19326,25.8718824381662,5,42.0
Other opioids,T40.2,2016,2016,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,19087,26.195840100592026,5,47.0
Other opioids,T40.2,2016,2016,Female,F,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,18202,27.46950884518185,5,52.0
Other opioids,T40.2,2016,2016,Female,F,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,16235,30.797659377887282,5,57.0
Other opioids,T40.2,2016,2016,Female,F,American Indian or Alaska Native,1002-5,65-69 years,65-69,5,8932,55.97850425436632,5,67.0
Other opioids,T40.2,2016,2016,Female,F,American Indian or Alaska Native,1002-5,80-84 years,80-84,5,2456,203.5830618892508,5,82.0
Other opioids,T40.2,2016,2016,Female,F,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,261064,1.9152391750681828,5,22.0
Other opioids,T40.2,2016,2016,Female,F,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,368183,1.3580203322804147,5,32.0
Other opioids,T40.2,2016,2016,Female,F,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,358822,1.3934485622397734,5,42.0
Other opioids,T40.2,2016,2016,Female,F,Asian or Pacific Islander,A-PI,45-49 years,45-49,5,322365,1.5510368681463558,5,47.0
Other opioids,T40.2,2016,2016,Female,F,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,284777,1.7557597699252399,5,52.0
Other opioids,T40.2,2016,2016,Female,F,Asian or Pacific Islander,A-PI,55-59 years,55-59,5,253973,1.9687132096718942,5,57.0
Other opioids,T40.2,2016,2016,Female,F,Asian or Pacific Islander,A-PI,60-64 years ,60-64,5,221449,2.2578562106850786,5,62.0
Other opioids,T40.2,2016,2016,Female,F,Asian or Pacific Islander,A-PI,65-69 years,65-69,5,184933,2.7036818739759805,5,67.0
Other opioids,T40.2,2016,2016,Female,F,Asian or Pacific Islander,A-PI,75-79 years,75-79,5,90728,5.5109778679128825,5,77.0
Other opioids,T40.2,2016,2016,Female,F,Asian or Pacific Islander,A-PI,80-84 years,80-84,5,63678,7.852005402179717,5,82.0
Other opioids,T40.2,2016,2016,Female,F,Black or African American,2054-5,< 1 year,< 1,5,53419,9.359965555326756,5,0.5
Other opioids,T40.2,2016,2016,Female,F,Black or African American,2054-5,15-19 years,15-19,5,281595,1.7755997088016477,5,17.0
Other opioids,T40.2,2016,2016,Female,F,Black or African American,2054-5,20-24 years,20-24,5,291285,1.7165319189110322,5,22.0
Other opioids,T40.2,2016,2016,Female,F,Black or African American,2054-5,25-29 years,25-29,5,294686,1.6967212558452047,5,27.0
Other opioids,T40.2,2016,2016,Female,F,Black or African American,2054-5,40-44 years,40-44,5,263986,1.894039835445819,5,42.0
Other opioids,T40.2,2016,2016,Female,F,Black or African American,2054-5,50-54 years,50-54,23,272388,8.443837,5,52.0
Other opioids,T40.2,2016,2016,Female,F,Black or African American,2054-5,65-69 years,65-69,5,160678,3.111813689490783,5,67.0
Other opioids,T40.2,2016,2016,Female,F,Black or African American,2054-5,70-74 years,70-74,5,105088,4.757917174177831,5,72.0
Other opioids,T40.2,2016,2016,Female,F,Black or African American,2054-5,75-79 years,75-79,5,73328,6.8186777220161465,5,77.0
Other opioids,T40.2,2016,2016,Female,F,White,2106-3,10-14 years,10-14,5,1521887,0.3285395039184907,5,12.0
Other opioids,T40.2,2016,2016,Female,F,White,2106-3,20-24 years,20-24,39,1535212,2.540366,5,22.0
Other opioids,T40.2,2016,2016,Female,F,White,2106-3,25-29 years,25-29,77,1575521,4.887272,5,27.0
Other opioids,T40.2,2016,2016,Female,F,White,2106-3,30-34 years,30-34,75,1633599,4.59109,5,32.0
Other opioids,T40.2,2016,2016,Female,F,White,2106-3,35-39 years,35-39,80,1593571,5.020172,5,37.0
Other opioids,T40.2,2016,2016,Female,F,White,2106-3,40-44 years,40-44,87,1543892,5.635109,5,42.0
Other opioids,T40.2,2016,2016,Female,F,White,2106-3,45-49 years,45-49,116,1761077,6.586878,5,47.0
Other opioids,T40.2,2016,2016,Female,F,White,2106-3,50-54 years,50-54,138,1867204,7.39073,5,52.0
Other opioids,T40.2,2016,2016,Female,F,White,2106-3,55-59 years,55-59,143,1862438,7.678108,5,57.0
Other opioids,T40.2,2016,2016,Female,F,White,2106-3,60-64 years ,60-64,69,1620573,4.257753,5,62.0
Other opioids,T40.2,2016,2016,Female,F,White,2106-3,65-69 years,65-69,35,1394196,2.510407,5,67.0
Other opioids,T40.2,2016,2016,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,20798,24.040773151264546,5,42.0
Other opioids,T40.2,2016,2016,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,20149,24.81512730160306,5,47.0
Other opioids,T40.2,2016,2016,Male,M,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,15222,32.84719484955985,5,57.0
Other opioids,T40.2,2016,2016,Male,M,Asian or Pacific Islander,A-PI,25-29 years,25-29,5,326232,1.532651609897251,5,27.0
Other opioids,T40.2,2016,2016,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,335511,1.4902641046046181,5,32.0
Other opioids,T40.2,2016,2016,Male,M,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,323200,1.547029702970297,5,37.0
Other opioids,T40.2,2016,2016,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,324267,1.541939204421048,5,42.0
Other opioids,T40.2,2016,2016,Male,M,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,254577,1.9640423133275984,5,52.0
Other opioids,T40.2,2016,2016,Male,M,Asian or Pacific Islander,A-PI,55-59 years,55-59,5,221328,2.2590905804959154,5,57.0
Other opioids,T40.2,2016,2016,Male,M,Asian or Pacific Islander,A-PI,65-69 years,65-69,5,151769,3.2944804274917807,5,67.0
Other opioids,T40.2,2016,2016,Male,M,Asian or Pacific Islander,A-PI,70-74 years,70-74,5,103619,4.8253698646001215,5,72.0
Other opioids,T40.2,2016,2016,Male,M,Black or African American,2054-5,15-19 years,15-19,5,289835,1.7251194645229182,5,17.0
Other opioids,T40.2,2016,2016,Male,M,Black or African American,2054-5,20-24 years,20-24,5,298338,1.6759514376311433,5,22.0
Other opioids,T40.2,2016,2016,Male,M,Black or African American,2054-5,45-49 years,45-49,20,241055,8.296862,5,47.0
Other opioids,T40.2,2016,2016,Male,M,Black or African American,2054-5,50-54 years,50-54,25,239635,10.432533,5,52.0
Other opioids,T40.2,2016,2016,Male,M,Black or African American,2054-5,55-59 years,55-59,26,215198,12.081897,5,57.0
Other opioids,T40.2,2016,2016,Male,M,Black or African American,2054-5,70-74 years,70-74,5,74527,6.708977954298443,5,72.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,10-14 years,10-14,5,1593452,0.31378416168168227,5,12.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,15-19 years,15-19,20,1616565,1.237191,5,17.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,20-24 years,20-24,129,1610868,8.008105,5,22.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,25-29 years,25-29,174,1653980,10.520079,5,27.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,30-34 years,30-34,185,1688169,10.958618,5,32.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,35-39 years,35-39,155,1632188,9.496455,5,37.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,40-44 years,40-44,130,1557824,8.344974,5,42.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,45-49 years,45-49,132,1756996,7.512823,5,47.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,50-54 years,50-54,182,1842598,9.877358,5,52.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,55-59 years,55-59,149,1817104,8.199861,5,57.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,60-64 years ,60-64,97,1532101,6.331175,5,62.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,65-69 years,65-69,39,1262808,3.088355,5,67.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,70-74 years,70-74,23,852197,2.698906,5,72.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,75-79 years,75-79,5,556601,0.8983095610679823,5,77.0
Other opioids,T40.2,2016,2016,Male,M,White,2106-3,80-84 years,80-84,5,377078,1.3259856051002712,5,82.0
Other opioids,T40.2,2017,2017,Female,F,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,23569,21.21430692859264,5,22.0
Other opioids,T40.2,2017,2017,Female,F,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,23804,21.004873130566292,5,27.0
Other opioids,T40.2,2017,2017,Female,F,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,22143,22.580499480648513,5,32.0
Other opioids,T40.2,2017,2017,Female,F,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,21429,23.332866675999814,5,37.0
Other opioids,T40.2,2017,2017,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,19516,25.620004099200656,5,42.0
Other opioids,T40.2,2017,2017,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,19131,26.135591448434475,5,47.0
Other opioids,T40.2,2017,2017,Female,F,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,18162,27.53000770840216,5,52.0
Other opioids,T40.2,2017,2017,Female,F,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,16431,30.430284218854606,5,57.0
Other opioids,T40.2,2017,2017,Female,F,American Indian or Alaska Native,1002-5,60-64 years ,60-64,5,12872,38.84400248601616,5,62.0
Other opioids,T40.2,2017,2017,Female,F,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,266366,1.8771164487960175,5,22.0
Other opioids,T40.2,2017,2017,Female,F,Asian or Pacific Islander,A-PI,25-29 years,25-29,5,352252,1.4194383566310482,5,27.0
Other opioids,T40.2,2017,2017,Female,F,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,382294,1.3078939245711416,5,32.0
Other opioids,T40.2,2017,2017,Female,F,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,384446,1.3005727722488984,5,37.0
Other opioids,T40.2,2017,2017,Female,F,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,367400,1.360914534567229,5,42.0
Other opioids,T40.2,2017,2017,Female,F,Asian or Pacific Islander,A-PI,45-49 years,45-49,5,340738,1.4674031073728202,5,47.0
Other opioids,T40.2,2017,2017,Female,F,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,291961,1.712557499118033,5,52.0
Other opioids,T40.2,2017,2017,Female,F,Asian or Pacific Islander,A-PI,55-59 years,55-59,5,261883,1.9092495503717308,5,57.0
Other opioids,T40.2,2017,2017,Female,F,Asian or Pacific Islander,A-PI,60-64 years ,60-64,5,232490,2.1506301346294467,5,62.0
Other opioids,T40.2,2017,2017,Female,F,Asian or Pacific Islander,A-PI,70-74 years,70-74,5,137618,3.6332456510049562,5,72.0
Other opioids,T40.2,2017,2017,Female,F,Black or African American,2054-5,10-14 years,10-14,5,274633,1.8206115069929687,5,12.0
Other opioids,T40.2,2017,2017,Female,F,Black or African American,2054-5,20-24 years,20-24,5,289232,1.7287160480168169,5,22.0
Other opioids,T40.2,2017,2017,Female,F,Black or African American,2054-5,25-29 years,25-29,5,306868,1.6293650690199044,5,27.0
Other opioids,T40.2,2017,2017,Female,F,Black or African American,2054-5,30-34 years,30-34,5,285772,1.7496465713925786,5,32.0
Other opioids,T40.2,2017,2017,Female,F,Black or African American,2054-5,40-44 years,40-44,5,266067,1.8792259092634562,5,42.0
Other opioids,T40.2,2017,2017,Female,F,Black or African American,2054-5,60-64 years ,60-64,5,209975,2.3812358614120726,5,62.0
Other opioids,T40.2,2017,2017,Female,F,Black or African American,2054-5,65-69 years,65-69,5,165393,3.0231025496846904,5,67.0
Other opioids,T40.2,2017,2017,Female,F,Black or African American,2054-5,70-74 years,70-74,5,112791,4.43297780851309,5,72.0
Other opioids,T40.2,2017,2017,Female,F,Black or African American,2054-5,75-79 years,75-79,5,76426,6.5422761887315835,5,77.0
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,1-4 years,1-4,5,1099735,0.4546549850645837,5,2.5
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,10-14 years,10-14,5,1519215,0.32911734020530337,5,12.0
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,15-19 years,15-19,5,1531715,0.3264314836637364,5,17.0
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,20-24 years,20-24,29,1525720,1.900742,5,22.0
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,25-29 years,25-29,56,1589630,3.522832,5,27.0
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,30-34 years,30-34,77,1633865,4.712752,5,32.0
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,35-39 years,35-39,77,1620453,4.751758,5,37.0
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,40-44 years,40-44,64,1528315,4.187618,5,42.0
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,45-49 years,45-49,110,1732262,6.350079,5,47.0
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,50-54 years,50-54,122,1820152,6.702737,5,52.0
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,55-59 years,55-59,130,1860659,6.986772,5,57.0
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,60-64 years ,60-64,84,1656461,5.071052,5,62.0
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,65-69 years,65-69,30,1388972,2.159871,5,67.0
Other opioids,T40.2,2017,2017,Female,F,White,2106-3,80-84 years,80-84,5,533123,0.93786987243094,5,82.0
Other opioids,T40.2,2017,2017,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,25115,19.908421262193908,5,32.0
Other opioids,T40.2,2017,2017,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,23616,21.17208672086721,5,37.0
Other opioids,T40.2,2017,2017,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,21164,23.625023625023626,5,42.0
Other opioids,T40.2,2017,2017,Male,M,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,15678,31.891822936599056,5,57.0
Other opioids,T40.2,2017,2017,Male,M,American Indian or Alaska Native,1002-5,60-64 years ,60-64,5,11812,42.329834067050456,5,62.0
Other opioids,T40.2,2017,2017,Male,M,American Indian or Alaska Native,1002-5,65-69 years,65-69,5,8221,60.8198515995621,5,67.0
Other opioids,T40.2,2017,2017,Male,M,Asian or Pacific Islander,A-PI,15-19 years,15-19,5,255843,1.954323549989642,5,17.0
Other opioids,T40.2,2017,2017,Male,M,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,267207,1.8712084638501238,5,22.0
Other opioids,T40.2,2017,2017,Male,M,Asian or Pacific Islander,A-PI,25-29 years,25-29,5,343980,1.4535728821443106,5,27.0
Other opioids,T40.2,2017,2017,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,352507,1.4184115492741987,5,32.0
Other opioids,T40.2,2017,2017,Male,M,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,341330,1.464858055254446,5,37.0
Other opioids,T40.2,2017,2017,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,331594,1.5078680555136703,5,42.0
Other opioids,T40.2,2017,2017,Male,M,Asian or Pacific Islander,A-PI,45-49 years,45-49,5,307475,1.6261484673550697,5,47.0
Other opioids,T40.2,2017,2017,Male,M,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,260797,1.9171999677910405,5,52.0
