Census Region,Census Region Code,Year,Year Code,Gender,Gender Code,Single Race 6,Single Race 6 Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,age_midpoint
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,Black or African American,2054-5,30-34 years,30-34,33,37918,87.0,32.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,Black or African American,2054-5,35-39 years,35-39,38,33814,112.4,37.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,Black or African American,2054-5,40-44 years,40-44,34,29883,113.8,42.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,Black or African American,2054-5,45-49 years,45-49,39,30093,129.6,47.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,Black or African American,2054-5,50-54 years,50-54,19,28114,Unreliable,52.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,Black or African American,2054-5,55-59 years,55-59,24,27360,87.7,57.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,Black or African American,2054-5,60-64 years ,60-64,21,24135,87.0,62.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,Black or African American,2054-5,65-69 years,65-69,10,17328,Unreliable,67.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,20-24 years,20-24,64,243751,26.3,22.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,25-29 years,25-29,87,230066,37.8,27.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,30-34 years,30-34,112,222721,50.3,32.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,35-39 years,35-39,117,222539,52.6,37.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,40-44 years,40-44,78,202293,38.6,42.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,45-49 years,45-49,59,205170,28.8,47.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,50-54 years,50-54,61,216369,28.2,52.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,55-59 years,55-59,44,240297,18.3,57.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,60-64 years ,60-64,34,225213,15.1,62.0
Census Region 2: Midwest,CENS-R2,2019,2019,Male,M,White,2106-3,65-69 years,65-69,11,182471,Unreliable,67.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,25-29 years,25-29,22,47695,46.1,27.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,30-34 years,30-34,21,44163,47.6,32.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,35-39 years,35-39,18,39179,Unreliable,37.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,40-44 years,40-44,14,36358,Unreliable,42.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,45-49 years,45-49,12,36371,Unreliable,47.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,50-54 years,50-54,14,33372,Unreliable,52.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,Black or African American,2054-5,55-59 years,55-59,10,32835,Unreliable,57.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,20-24 years,20-24,36,233460,15.4,22.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,25-29 years,25-29,55,215071,25.6,27.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,30-34 years,30-34,57,213199,26.7,32.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,35-39 years,35-39,65,219022,29.7,37.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,40-44 years,40-44,49,204047,24.0,42.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,45-49 years,45-49,39,199353,19.6,47.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,50-54 years,50-54,40,218725,18.3,52.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,55-59 years,55-59,39,245221,15.9,57.0
Census Region 2: Midwest,CENS-R2,2020,2020,Female,F,White,2106-3,60-64 years ,60-64,20,242690,8.2,62.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,20-24 years,20-24,23,41757,55.1,22.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,25-29 years,25-29,41,46161,88.8,27.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,30-34 years,30-34,50,40254,124.2,32.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,35-39 years,35-39,46,34416,133.7,37.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,40-44 years,40-44,52,31132,167.0,42.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,45-49 years,45-49,45,29456,152.8,47.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,50-54 years,50-54,50,28587,174.9,52.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,55-59 years,55-59,25,27254,91.7,57.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,60-64 years ,60-64,22,24850,88.5,62.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,Black or African American,2054-5,65-69 years,65-69,21,18028,116.5,67.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,15-19 years,15-19,13,219884,Unreliable,17.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,20-24 years,20-24,82,240677,34.1,22.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,25-29 years,25-29,134,228505,58.6,27.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,30-34 years,30-34,164,222915,73.6,32.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,35-39 years,35-39,150,223323,67.2,37.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,40-44 years,40-44,121,206584,58.6,42.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,45-49 years,45-49,73,198628,36.8,47.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,50-54 years,50-54,82,213479,38.4,52.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,55-59 years,55-59,68,233889,29.1,57.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,60-64 years ,60-64,38,225908,16.8,62.0
Census Region 2: Midwest,CENS-R2,2020,2020,Male,M,White,2106-3,65-69 years,65-69,12,186970,Unreliable,67.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,25-29 years,25-29,24,45978,52.2,27.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,30-34 years,30-34,24,46305,51.8,32.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,35-39 years,35-39,13,40044,Unreliable,37.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,40-44 years,40-44,20,37241,53.7,42.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,45-49 years,45-49,18,35460,Unreliable,47.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,50-54 years,50-54,16,34451,Unreliable,52.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,Black or African American,2054-5,55-59 years,55-59,17,32642,Unreliable,57.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,20-24 years,20-24,36,232995,15.5,22.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,25-29 years,25-29,44,210587,20.9,27.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,30-34 years,30-34,63,213311,29.5,32.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,35-39 years,35-39,80,221548,36.1,37.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,40-44 years,40-44,53,212043,25.0,42.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,45-49 years,45-49,43,193838,22.2,47.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,50-54 years,50-54,49,218847,22.4,52.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,55-59 years,55-59,50,237610,21.0,57.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,60-64 years ,60-64,33,244078,13.5,62.0
Census Region 2: Midwest,CENS-R2,2021,2021,Female,F,White,2106-3,65-69 years,65-69,13,211165,Unreliable,67.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,20-24 years,20-24,27,41491,65.1,22.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,25-29 years,25-29,44,43872,100.3,27.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,30-34 years,30-34,53,42210,125.6,32.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,35-39 years,35-39,64,35859,178.5,37.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,40-44 years,40-44,51,32827,155.4,42.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,45-49 years,45-49,57,29234,195.0,47.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,50-54 years,50-54,53,29951,177.0,52.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,55-59 years,55-59,35,27942,125.3,57.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,60-64 years ,60-64,49,25704,190.6,62.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,Black or African American,2054-5,65-69 years,65-69,14,19078,Unreliable,67.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,15-19 years,15-19,20,225075,8.9,17.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,20-24 years,20-24,76,239121,31.8,22.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,25-29 years,25-29,132,220115,60.0,27.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,30-34 years,30-34,169,222425,76.0,32.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,35-39 years,35-39,161,229112,70.3,37.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,40-44 years,40-44,132,218272,60.5,42.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,45-49 years,45-49,108,197798,54.6,47.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,50-54 years,50-54,88,220375,39.9,52.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,55-59 years,55-59,89,232790,38.2,57.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,60-64 years ,60-64,50,233480,21.4,62.0
Census Region 2: Midwest,CENS-R2,2021,2021,Male,M,White,2106-3,65-69 years,65-69,19,195124,Unreliable,67.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,30-34 years,30-34,11,138673,Unreliable,32.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,35-39 years,35-39,13,137704,Unreliable,37.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,50-54 years,50-54,12,129319,Unreliable,52.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,Black or African American,2054-5,55-59 years,55-59,13,126576,Unreliable,57.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,20-24 years,20-24,31,336273,9.2,22.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,25-29 years,25-29,65,347395,18.7,27.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,30-34 years,30-34,62,345422,17.9,32.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,35-39 years,35-39,73,337066,21.7,37.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,40-44 years,40-44,45,306552,14.7,42.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,45-49 years,45-49,49,319278,15.3,47.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,50-54 years,50-54,54,307256,17.6,52.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,55-59 years,55-59,50,324646,15.4,57.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,60-64 years ,60-64,17,302068,Unreliable,62.0
Census Region 3: South,CENS-R3,2018,2018,Female,F,White,2106-3,65-69 years,65-69,14,259833,Unreliable,67.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,20-24 years,20-24,17,131054,Unreliable,22.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,25-29 years,25-29,30,144224,20.8,27.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,30-34 years,30-34,34,120250,28.3,32.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,35-39 years,35-39,30,115978,25.9,37.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,40-44 years,40-44,25,103124,24.2,42.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,45-49 years,45-49,18,107447,Unreliable,47.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,50-54 years,50-54,17,105645,Unreliable,52.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,55-59 years,55-59,23,103187,22.3,57.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,60-64 years ,60-64,22,84711,26.0,62.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,Black or African American,2054-5,65-69 years,65-69,12,62917,Unreliable,67.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,15-19 years,15-19,12,309715,Unreliable,17.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,20-24 years,20-24,90,352166,25.6,22.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,25-29 years,25-29,135,355472,38.0,27.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,30-34 years,30-34,189,356953,52.9,32.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,35-39 years,35-39,165,348796,47.3,37.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,40-44 years,40-44,114,314530,36.2,42.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,45-49 years,45-49,87,325679,26.7,47.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,50-54 years,50-54,91,306652,29.7,52.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,55-59 years,55-59,85,308085,27.6,57.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,60-64 years ,60-64,52,276058,18.8,62.0
Census Region 3: South,CENS-R3,2018,2018,Male,M,White,2106-3,65-69 years,65-69,25,228865,10.9,67.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,25-29 years,25-29,14,154077,Unreliable,27.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,35-39 years,35-39,11,138749,Unreliable,37.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,45-49 years,45-49,10,131873,Unreliable,47.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,55-59 years,55-59,15,128675,Unreliable,57.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,Black or African American,2054-5,60-64 years ,60-64,10,112449,Unreliable,62.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,20-24 years,20-24,29,338376,8.6,22.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,25-29 years,25-29,55,347473,15.8,27.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,30-34 years,30-34,66,351355,18.8,32.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,35-39 years,35-39,60,342977,17.5,37.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,40-44 years,40-44,43,312686,13.8,42.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,45-49 years,45-49,42,316252,13.3,47.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,50-54 years,50-54,49,305282,16.1,52.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,55-59 years,55-59,44,325772,13.5,57.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,60-64 years ,60-64,27,306255,8.8,62.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,65-69 years,65-69,18,266338,Unreliable,67.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,20-24 years,20-24,22,129020,17.1,22.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,25-29 years,25-29,25,146096,17.1,27.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,30-34 years,30-34,44,125077,35.2,32.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,35-39 years,35-39,45,117076,38.4,37.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,40-44 years,40-44,44,105829,41.6,42.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,45-49 years,45-49,36,107018,33.6,47.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,50-54 years,50-54,37,104126,35.5,52.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,55-59 years,55-59,29,104417,27.8,57.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,60-64 years ,60-64,20,88460,22.6,62.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,65-69 years,65-69,13,65097,Unreliable,67.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,20-24 years,20-24,84,350457,24.0,22.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,25-29 years,25-29,179,356005,50.3,27.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,30-34 years,30-34,187,361013,51.8,32.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,35-39 years,35-39,173,353467,48.9,37.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,40-44 years,40-44,114,321040,35.5,42.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,45-49 years,45-49,111,322783,34.4,47.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,50-54 years,50-54,104,305698,34.0,52.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,55-59 years,55-59,71,310175,22.9,57.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,60-64 years ,60-64,38,280743,13.5,62.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,65-69 years,65-69,23,234442,9.8,67.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,70-74 years,70-74,10,189166,Unreliable,72.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,20-24 years,20-24,18,139977,Unreliable,22.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,25-29 years,25-29,25,152195,16.4,27.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,30-34 years,30-34,33,148654,22.2,32.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,35-39 years,35-39,21,139367,15.1,37.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,40-44 years,40-44,28,131846,21.2,42.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,45-49 years,45-49,22,130181,16.9,47.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,50-54 years,50-54,17,128030,Unreliable,52.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,55-59 years,55-59,13,129745,Unreliable,57.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,60-64 years ,60-64,13,115777,Unreliable,62.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,20-24 years,20-24,41,342900,12.0,22.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,25-29 years,25-29,73,347521,21.0,27.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,30-34 years,30-34,89,358169,24.8,32.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,35-39 years,35-39,90,348239,25.8,37.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,40-44 years,40-44,66,321350,20.5,42.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,45-49 years,45-49,59,311687,18.9,47.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,50-54 years,50-54,58,309938,18.7,52.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,55-59 years,55-59,45,323486,13.9,57.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,60-64 years ,60-64,35,310777,11.3,62.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,65-69 years,65-69,18,274535,Unreliable,67.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,20-24 years,20-24,30,129268,23.2,22.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,25-29 years,25-29,58,145262,39.9,27.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,30-34 years,30-34,75,131856,56.9,32.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,35-39 years,35-39,59,118196,49.9,37.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,40-44 years,40-44,53,109857,48.2,42.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,45-49 years,45-49,60,105633,56.8,47.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,50-54 years,50-54,57,104454,54.6,52.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,55-59 years,55-59,40,105550,37.9,57.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,60-64 years ,60-64,39,91805,42.5,62.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,65-69 years,65-69,14,67694,Unreliable,67.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,15-19 years,15-19,30,314402,9.5,17.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,20-24 years,20-24,118,352616,33.5,22.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,25-29 years,25-29,185,354849,52.1,27.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,30-34 years,30-34,226,367698,61.5,32.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,35-39 years,35-39,214,357973,59.8,37.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,40-44 years,40-44,167,330014,50.6,42.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,45-49 years,45-49,148,319358,46.3,47.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,50-54 years,50-54,109,311328,35.0,52.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,55-59 years,55-59,113,309686,36.5,57.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,60-64 years ,60-64,59,285749,20.6,62.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,65-69 years,65-69,29,240307,12.1,67.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,20-24 years,20-24,17,140249,Unreliable,22.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,25-29 years,25-29,36,147906,24.3,27.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,30-34 years,30-34,21,152777,13.7,32.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,35-39 years,35-39,32,141599,22.6,37.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,40-44 years,40-44,25,136804,18.3,42.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,45-49 years,45-49,20,127596,15.7,47.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,50-54 years,50-54,17,130800,Unreliable,52.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,55-59 years,55-59,19,131301,Unreliable,57.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,60-64 years ,60-64,13,118623,Unreliable,62.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,15-19 years,15-19,16,315748,Unreliable,17.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,20-24 years,20-24,47,345577,13.6,22.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,25-29 years,25-29,64,339821,18.8,27.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,30-34 years,30-34,103,361571,28.5,32.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,35-39 years,35-39,84,354138,23.7,37.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,40-44 years,40-44,97,332740,29.2,42.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,45-49 years,45-49,51,306164,16.7,47.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,50-54 years,50-54,68,317520,21.4,52.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,55-59 years,55-59,62,318170,19.5,57.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,60-64 years ,60-64,37,314041,11.8,62.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,65-69 years,65-69,10,278550,Unreliable,67.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,15-19 years,15-19,13,126707,Unreliable,17.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,20-24 years,20-24,55,129107,42.6,22.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,25-29 years,25-29,68,138455,49.1,27.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,30-34 years,30-34,72,137193,52.5,32.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,35-39 years,35-39,92,122216,75.3,37.0
