Multiple Cause of death,Multiple Cause of death Code,Year,Year Code,Gender,Gender Code,Race,Race Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,socioec quintile,age_midpoint,LifeYearsLostUnit,LifeYearsLostTotal
Other synthetic narcotics,T40.4,2018,2018,Male,M,White,2106-3,15-19 years,15-19,48,1601564,2.99707,5,17,59.906118084933,2875.49366807679
Other synthetic narcotics,T40.4,2018,2018,Male,M,White,2106-3,20-24 years,20-24,353,1570105,22.482573,5,22,55.1913987984765,19482.5637758622
Other synthetic narcotics,T40.4,2018,2018,Male,M,White,2106-3,25-29 years,25-29,730,1687291,43.264618,5,27,50.5686570810089,36915.1196691365
Other synthetic narcotics,T40.4,2018,2018,Male,M,White,2106-3,30-34 years,30-34,776,1689872,45.920638,5,32,45.9927274726265,35690.3565187582
Other synthetic narcotics,T40.4,2018,2018,Male,M,White,2106-3,35-39 years,35-39,671,1684374,39.836758,5,37,41.4408819963671,27806.8318195623
Other synthetic narcotics,T40.4,2018,2018,Male,M,White,2106-3,40-44 years,40-44,466,1552371,30.018597,5,42,36.9334609258006,17210.9927914231
Other synthetic narcotics,T40.4,2018,2018,Male,M,White,2106-3,45-49 years,45-49,390,1687341,23.113289,5,47,32.4736866990161,12664.7378126163
Other synthetic narcotics,T40.4,2018,2018,Male,M,White,2106-3,50-54 years,50-54,364,1747084,20.834717,5,52,28.1587713717446,10249.792779315
Other synthetic narcotics,T40.4,2018,2018,Male,M,White,2106-3,55-59 years,55-59,268,1807450,14.827519,5,57,24.069470321073,6450.61804604755
Other synthetic narcotics,T40.4,2018,2018,Male,M,White,2106-3,60-64 years,60-64,158,1597582,9.889946,5,62,20.2400880199447,3197.93390715126
Other synthetic narcotics,T40.4,2018,2018,Male,M,White,2106-3,65-69 years,65-69,63,1273544,4.946826,5,67,16.6502815284512,1048.96773629243
Other synthetic narcotics,T40.4,2018,2018,Male,M,White,2106-3,70-74 years,70-74,5,982953,0.508671319991902,5,72,13.2264780885543,66.1323904427715
Other synthetic narcotics,T40.4,2018,2018,Male,M,White,2106-3,75-79 years,75-79,5,639357,0.782035701493845,5,77,10.0780202604391,50.3901013021955
Other synthetic narcotics,T40.4,2019,2019,Female,F,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,23193,21.5582287759238,5,22,59.9352050495816,299.676025247908
Other synthetic narcotics,T40.4,2019,2019,Female,F,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,24675,20.2634245187437,5,27,55.0931361669851,275.465680834925
Other synthetic narcotics,T40.4,2019,2019,Female,F,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,22437,22.2846191558586,5,32,50.2919366531769,251.459683265884
Other synthetic narcotics,T40.4,2019,2019,Female,F,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,21784,22.9526257803893,5,37,45.5381516293446,227.690758146723
Other synthetic narcotics,T40.4,2019,2019,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,19783,25.2742253449932,5,42,40.8365263221732,204.182631610866
Other synthetic narcotics,T40.4,2019,2019,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,19078,26.2081979243107,5,47,36.1899978913884,180.949989456942
Other synthetic narcotics,T40.4,2019,2019,Female,F,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,17843,28.0221935773132,5,52,31.6580081521774,158.290040760887
Other synthetic narcotics,T40.4,2019,2019,Female,F,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,16740,29.868578255675,5,57,27.2793120597075,136.396560298538
Other synthetic narcotics,T40.4,2019,2019,Female,F,Asian or Pacific Islander,A-PI,15-19 years,15-19,5,265145,1.8857606215467,5,17,64.8199054204098,324.099527102049
Other synthetic narcotics,T40.4,2019,2019,Female,F,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,265197,1.88539086037927,5,22,59.9352050495816,299.676025247908
Other synthetic narcotics,T40.4,2019,2019,Female,F,Asian or Pacific Islander,A-PI,25-29 years,25-29,5,354381,1.41091085583031,5,27,55.0931361669851,275.465680834925
Other synthetic narcotics,T40.4,2019,2019,Female,F,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,394531,1.2673275357323,5,32,50.2919366531769,251.459683265884
Other synthetic narcotics,T40.4,2019,2019,Female,F,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,404441,1.23627426497314,5,37,45.5381516293446,227.690758146723
Other synthetic narcotics,T40.4,2019,2019,Female,F,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,374369,1.33558067040807,5,42,40.8365263221732,204.182631610866
Other synthetic narcotics,T40.4,2019,2019,Female,F,Asian or Pacific Islander,A-PI,45-49 years,45-49,5,355698,1.40568684670704,5,47,36.1899978913884,180.949989456942
Other synthetic narcotics,T40.4,2019,2019,Female,F,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,298102,1.67727824704296,5,52,31.6580081521774,158.290040760887
Other synthetic narcotics,T40.4,2019,2019,Female,F,Asian or Pacific Islander,A-PI,55-59 years,55-59,5,275228,1.8166756289331,5,57,27.2793120597075,136.396560298538
Other synthetic narcotics,T40.4,2019,2019,Female,F,Asian or Pacific Islander,A-PI,65-69 years,65-69,5,206649,2.41956167220746,5,67,19.0472321072889,95.2361605364446
Other synthetic narcotics,T40.4,2019,2019,Female,F,Black or African American,2054-5,1-4 years,1-4,5,211539,2.36363034712275,5,2.5,,
Other synthetic narcotics,T40.4,2019,2019,Female,F,Black or African American,2054-5,15-19 years,15-19,5,282266,1.77137877037971,5,17,64.8199054204098,324.099527102049
Other synthetic narcotics,T40.4,2019,2019,Female,F,Black or African American,2054-5,25-29 years,25-29,26,319196,8.145465,5,27,55.0931361669851,1432.42154034161
Other synthetic narcotics,T40.4,2019,2019,Female,F,Black or African American,2054-5,30-34 years,30-34,34,298538,11.388835,5,32,50.2919366531769,1709.92584620801
Other synthetic narcotics,T40.4,2019,2019,Female,F,Black or African American,2054-5,35-39 years,35-39,27,293699,9.193085,5,37,45.5381516293446,1229.53009399231
Other synthetic narcotics,T40.4,2019,2019,Female,F,Black or African American,2054-5,40-44 years,40-44,31,273890,11.318413,5,42,40.8365263221732,1265.93231598737
Other synthetic narcotics,T40.4,2019,2019,Female,F,Black or African American,2054-5,45-49 years,45-49,25,275039,9.08962,5,47,36.1899978913884,904.74994728471
Other synthetic narcotics,T40.4,2019,2019,Female,F,Black or African American,2054-5,50-54 years,50-54,45,268137,16.782466,5,52,31.6580081521774,1424.61036684798
Other synthetic narcotics,T40.4,2019,2019,Female,F,Black or African American,2054-5,55-59 years,55-59,56,262261,21.352775,5,57,27.2793120597075,1527.64147534362
Other synthetic narcotics,T40.4,2019,2019,Female,F,Black or African American,2054-5,60-64 years,60-64,29,223297,12.987187,5,62,23.0873624933524,669.53351230722
Other synthetic narcotics,T40.4,2019,2019,Female,F,Black or African American,2054-5,70-74 years,70-74,5,128518,3.89050561010909,5,72,15.1930969969904,75.9654849849522
Other synthetic narcotics,T40.4,2019,2019,Female,F,Black or African American,2054-5,75-79 years,75-79,5,85765,5.82988398530869,5,77,11.6545398511616,58.2726992558082
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,< 1 year,< 1,5,259504,1.92675257414144,5,0.5,,
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,10-14 years,10-14,5,1486684,0.336318948747683,5,12,69.7648241327349,348.824120663675
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,15-19 years,15-19,26,1524819,1.70512,5,17,64.8199054204098,1685.31754093065
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,20-24 years,20-24,125,1496455,8.353074,5,22,59.9352050495816,7491.9006311977
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,25-29 years,25-29,238,1595917,14.913056,5,27,55.0931361669851,13112.1664077425
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,30-34 years,30-34,269,1620079,16.604129,5,32,50.2919366531769,13528.5309597046
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,35-39 years,35-39,233,1648125,14.137277,5,37,45.5381516293446,10610.3893296373
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,40-44 years,40-44,145,1537711,9.4296,5,42,40.8365263221732,5921.29631671512
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,45-49 years,45-49,145,1626953,8.912366,5,47,36.1899978913884,5247.54969425132
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,50-54 years,50-54,153,1719249,8.899234,5,52,31.6580081521774,4843.67524728313
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,55-59 years,55-59,133,1835427,7.24627,5,57,27.2793120597075,3628.1485039411
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,60-64 years,60-64,54,1695176,3.18551,5,62,23.0873624933524,1246.71757464103
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,65-69 years,65-69,21,1430872,1.467637,5,67,19.0472321072889,399.991874253067
Other synthetic narcotics,T40.4,2019,2019,Female,F,White,2106-3,75-79 years,75-79,5,830627,0.601954908761694,5,77,11.6545398511616,58.2726992558082
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,15-19 years,15-19,5,23466,21.3074235063496,5,17,59.906118084933,299.530590424665
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,23611,21.1765702426835,5,22,55.1913987984765,275.956993992383
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,26481,18.8814621804313,5,27,50.5686570810089,252.843285405045
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,25385,19.6966712625566,5,32,45.9927274726265,229.963637363133
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,24207,20.6551823852605,5,37,41.4408819963671,207.204409981836
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,21522,23.2320416318186,5,42,36.9334609258006,184.667304629003
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,20156,24.8065092280214,5,47,32.4736866990161,162.36843349508
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,18308,27.3104653703299,5,52,28.1587713717446,140.793856858723
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,16467,30.3637578186676,5,57,24.069470321073,120.347351605365
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,60-64 years,60-64,5,12683,39.4228494835607,5,62,20.2400880199447,101.200440099724
Other synthetic narcotics,T40.4,2019,2019,Male,M,American Indian or Alaska Native,1002-5,65-69 years,65-69,5,8873,56.3507269243773,5,67,16.6502815284512,83.251407642256
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,15-19 years,15-19,5,267475,1.86933358257781,5,17,59.906118084933,299.530590424665
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,25-29 years,25-29,22,354151,6.212039,5,27,50.5686570810089,1112.5104557822
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,335942,1.48835215602693,5,42,36.9334609258006,184.667304629003
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,45-49 years,45-49,5,323512,1.54553772348475,5,47,32.4736866990161,162.36843349508
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,267023,1.87249787471491,5,52,28.1587713717446,140.793856858723
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,55-59 years,55-59,5,241168,2.07324354806608,5,57,24.069470321073,120.347351605365
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,60-64 years,60-64,5,206553,2.42068621612855,5,62,20.2400880199447,101.200440099724
Other synthetic narcotics,T40.4,2019,2019,Male,M,Asian or Pacific Islander,A-PI,65-69 years,65-69,5,167802,2.97970226814937,5,67,16.6502815284512,83.251407642256
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,< 1 year,< 1,5,53656,9.31862233487401,5,0.5,,
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,1-4 years,1-4,5,218077,2.29276815069907,5,2.5,,
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,15-19 years,15-19,5,288287,1.73438275052292,5,17,59.906118084933,299.530590424665
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,20-24 years,20-24,57,286388,19.903069,5,22,55.1913987984765,3145.90973151316
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,25-29 years,25-29,99,324004,30.555178,5,27,50.5686570810089,5006.29705101988
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,30-34 years,30-34,109,286171,38.089115,5,32,45.9927274726265,5013.20729451629
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,35-39 years,35-39,117,268608,43.557898,5,37,41.4408819963671,4848.58319357495
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,40-44 years,40-44,88,244191,36.037364,5,42,36.9334609258006,3250.14456147045
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,45-49 years,45-49,87,242654,35.85352,5,47,32.4736866990161,2825.2107428144
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,50-54 years,50-54,146,235994,61.86598,5,52,28.1587713717446,4111.1806202747
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,55-59 years,55-59,110,228099,48.224674,5,57,24.069470321073,2647.64173531802
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,60-64 years,60-64,93,187740,49.536593,5,62,20.2400880199447,1882.32818585486
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,65-69 years,65-69,58,132801,43.67437,5,67,16.6502815284512,965.716328650169
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,70-74 years,70-74,21,92032,22.81815,5,72,13.2264780885543,277.75603985964
Other synthetic narcotics,T40.4,2019,2019,Male,M,Black or African American,2054-5,75-79 years,75-79,5,56036,8.92283532015133,5,77,10.0780202604391,50.3901013021955
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,10-14 years,10-14,5,1558437,0.320834271773578,5,12,64.8176243226832,324.088121613416
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,15-19 years,15-19,56,1596356,3.507989,5,17,59.906118084933,3354.74261275625
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,20-24 years,20-24,335,1551925,21.586095,5,22,55.1913987984765,18489.1185974896
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,25-29 years,25-29,682,1690428,40.344812,5,27,50.5686570810089,34487.8241292481
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,30-34 years,30-34,770,1690194,45.556901,5,32,45.9927274726265,35414.4001539224
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,35-39 years,35-39,737,1695514,43.467645,5,37,41.4408819963671,30541.9300313226
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,40-44 years,40-44,503,1566150,32.116975,5,42,36.9334609258006,18577.5308456777
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,45-49 years,45-49,412,1634816,25.201613,5,47,32.4736866990161,13379.1589199946
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,50-54 years,50-54,419,1705606,24.566049,5,52,28.1587713717446,11798.525204761
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,55-59 years,55-59,318,1797166,17.694526,5,57,24.069470321073,7654.0915621012
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,60-64 years,60-64,173,1618552,10.688566,5,62,20.2400880199447,3501.53522745044
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,65-69 years,65-69,63,1300414,4.844611,5,67,16.6502815284512,1048.96773629243
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,70-74 years,70-74,28,1026664,2.72728,5,72,13.2264780885543,370.34138647952
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,75-79 years,75-79,5,672235,0.743787514782777,5,77,10.0780202604391,50.3901013021955
Other synthetic narcotics,T40.4,2019,2019,Male,M,White,2106-3,80-84 years,80-84,5,410806,1.21711951626802,5,82,7.30592113876811,36.5296056938406
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,15-19 years,15-19,5,22818,21.912525199404,5,17,64.8199054204098,324.099527102049
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,23262,21.4942825208495,5,22,59.9352050495816,299.676025247908
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,24537,20.3773892488894,5,27,55.0931361669851,275.465680834925
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,21782,22.9547332659995,5,37,45.5381516293446,227.690758146723
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,20275,24.6609124537608,5,42,40.8365263221732,204.182631610866
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,19046,26.2522314396724,5,47,36.1899978913884,180.949989456942
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,17878,27.9673341537085,5,52,31.6580081521774,158.290040760887
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,16749,29.8525285091647,5,57,27.2793120597075,136.396560298538
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,60-64 years,60-64,5,14212,35.1815367295244,5,62,23.0873624933524,115.436812466762
Other synthetic narcotics,T40.4,2020,2020,Female,F,American Indian or Alaska Native,1002-5,70-74 years,70-74,5,7866,63.5647088736334,5,72,15.1930969969904,75.9654849849522
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,15-19 years,15-19,5,268982,1.85886044419329,5,17,64.8199054204098,324.099527102049
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,264566,1.88988758948618,5,22,59.9352050495816,299.676025247908
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,25-29 years,25-29,5,345206,1.44841051430161,5,27,55.0931361669851,275.465680834925
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,400433,1.24864833817393,5,32,50.2919366531769,251.459683265884
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,35-39 years,35-39,5,410229,1.21883143317513,5,37,45.5381516293446,227.690758146723
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,381068,1.31210177711065,5,42,40.8365263221732,204.182631610866
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,45-49 years,45-49,5,360377,1.38743593514569,5,47,36.1899978913884,180.949989456942
Other synthetic narcotics,T40.4,2020,2020,Female,F,Asian or Pacific Islander,A-PI,65-69 years,65-69,5,211098,2.36856815318004,5,67,19.0472321072889,95.2361605364446
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,15-19 years,15-19,5,281605,1.77553665595426,5,17,64.8199054204098,324.099527102049
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,20-24 years,20-24,31,285958,10.840753,5,22,59.9352050495816,1857.99135653703
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,25-29 years,25-29,70,317541,22.044397,5,27,55.0931361669851,3856.51953168896
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,30-34 years,30-34,65,309092,21.029338,5,32,50.2919366531769,3268.9758824565
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,35-39 years,35-39,47,296533,15.849838,5,37,45.5381516293446,2140.2931265792
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,40-44 years,40-44,46,282101,16.306217,5,42,40.8365263221732,1878.48021081997
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,45-49 years,45-49,36,272314,13.220033,5,47,36.1899978913884,1302.83992408998
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,50-54 years,50-54,54,269233,20.056977,5,52,31.6580081521774,1709.53244021758
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,55-59 years,55-59,48,265413,18.085022,5,57,27.2793120597075,1309.40697886596
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,60-64 years,60-64,47,230113,20.424748,5,62,23.0873624933524,1085.10603718756
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,70-74 years,70-74,5,138672,3.60563055267105,5,72,15.1930969969904,75.9654849849522
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,75-79 years,75-79,5,89736,5.57189979495409,5,77,11.6545398511616,58.2726992558082
Other synthetic narcotics,T40.4,2020,2020,Female,F,Black or African American,2054-5,80-84 years,80-84,5,58963,8.47989417092075,5,82,8.48967451031374,42.4483725515687
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,< 1 year,< 1,5,245351,2.03789672754544,5,0.5,,
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,10-14 years,10-14,5,1471706,0.339741769076161,5,12,69.7648241327349,348.824120663675
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,15-19 years,15-19,56,1514373,3.6979,5,17,64.8199054204098,3629.91470354295
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,20-24 years,20-24,160,1491037,10.730787,5,22,59.9352050495816,9589.63280793306
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,25-29 years,25-29,279,1590491,17.541753,5,27,55.0931361669851,15370.9849905888
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,30-34 years,30-34,309,1620946,19.062942,5,32,50.2919366531769,15540.2084258317
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,35-39 years,35-39,306,1652354,18.519034,5,37,45.5381516293446,13934.6743985795
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,40-44 years,40-44,212,1560068,13.589151,5,42,40.8365263221732,8657.34358030073
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,45-49 years,45-49,192,1569012,12.237,5,47,36.1899978913884,6948.47959514658
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,50-54 years,50-54,208,1698609,12.245314,5,52,31.6580081521774,6584.86569565289
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,55-59 years,55-59,163,1807105,9.019952,5,57,27.2793120597075,4446.52786573233
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,60-64 years,60-64,107,1709461,6.259283,5,62,23.0873624933524,2470.34778678871
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,65-69 years,65-69,36,1459958,2.465824,5,67,19.0472321072889,685.700355862401
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,75-79 years,75-79,5,865027,0.578016639943031,5,77,11.6545398511616,58.2726992558082
Other synthetic narcotics,T40.4,2020,2020,Female,F,White,2106-3,80-84 years,80-84,5,574448,0.870400802161379,5,82,8.48967451031374,42.4483725515687
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,15-19 years,15-19,5,23555,21.2269157291446,5,17,59.906118084933,299.530590424665
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,23491,21.284747350049,5,22,55.1913987984765,275.956993992383
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,26123,19.1402212609578,5,27,50.5686570810089,252.843285405045
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,25624,19.5129566031845,5,32,45.9927274726265,229.963637363133
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,24454,20.4465527112129,5,37,41.4408819963671,207.204409981836
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,22148,22.5754018421528,5,42,36.9334609258006,184.667304629003
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,19974,25.0325423049965,5,47,32.4736866990161,162.36843349508
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,18716,26.7151100662535,5,52,28.1587713717446,140.793856858723
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,16689,29.9598537959135,5,57,24.069470321073,120.347351605365
Other synthetic narcotics,T40.4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,60-64 years,60-64,5,13159,37.9968082681055,5,62,20.2400880199447,101.200440099724
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,15-19 years,15-19,5,270796,1.84640836644559,5,17,59.906118084933,299.530590424665
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,20-24 years,20-24,26,266118,9.770102,5,22,55.1913987984765,1434.97636876039
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,25-29 years,25-29,29,348788,8.314506,5,27,50.5686570810089,1466.49105534926
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,29,383246,7.566941,5,32,45.9927274726265,1333.78909670617
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,35-39 years,35-39,23,377352,6.095105,5,37,41.4408819963671,953.140285916443
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,55-59 years,55-59,5,244736,2.04301778242678,5,57,24.069470321073,120.347351605365
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,60-64 years,60-64,5,212391,2.35414871628271,5,62,20.2400880199447,101.200440099724
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,65-69 years,65-69,5,171451,2.91628511936355,5,67,16.6502815284512,83.251407642256
Other synthetic narcotics,T40.4,2020,2020,Male,M,Asian or Pacific Islander,A-PI,70-74 years,70-74,5,137176,3.64495246981979,5,72,13.2264780885543,66.1323904427715
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,< 1 year,< 1,5,55832,8.95543774179682,5,0.5,,
Other synthetic narcotics,T40.4,2020,2020,Male,M,Black or African American,2054-5,1-4 years,1-4,5,223184,2.2403039644419,5,2.5,,
